2025-05-26 14:13:18,650 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 120, Loss: 0.14651663601398468, Accuracy: 100.00%
Epoch 130, Loss: 0.1460992991924286, Accuracy: 100.00%
Epoch 140, Loss: 0.14571630954742432, Accuracy: 100.00%
Epoch 150, Loss: 0.14536301791667938, Accuracy: 100.00%
Epoch 160, Loss: 0.14503251016139984, Accuracy: 100.00%
Epoch 170, Loss: 0.1447228491306305, Accuracy: 100.00%
Epoch 180, Loss: 0.14443925023078918, Accuracy: 100.00%
Epoch 190, Loss: 0.14418889582157135, Accuracy: 100.00%
Epoch 0, Loss: 1.6583, BCE Loss: 1.5044
Epoch 10, Loss: 1.5892, BCE Loss: 1.4361
Epoch 20, Loss: 1.5243, BCE Loss: 1.3720
Epoch 30, Loss: 1.4645, BCE Loss: 1.3130
Epoch 40, Loss: 1.4099, BCE Loss: 1.2591
Epoch 50, Loss: 1.3596, BCE Loss: 1.2094
Epoch 60, Loss: 1.3127, BCE Loss: 1.1630
Epoch 70, Loss: 1.2684, BCE Loss: 1.1193
Epoch 80, Loss: 1.2265, BCE Loss: 1.0780
Epoch 90, Loss: 1.1867, BCE Loss: 1.0387
Traceback (most recent call last):
  File "/home/yannick/Documents/Acoustic_Linguistic_GNN/gnn_heto_link_pred_model.py", line 209, in <module>
    main(args.input_folder, args.graph_file, int(args.epochs), float(args.lamb), args.dataset)
  File "/home/yannick/Documents/Acoustic_Linguistic_GNN/gnn_heto_link_pred_model.py", line 188, in main
    model = train_link_prediction(
  File "/home/yannick/Documents/Acoustic_Linguistic_GNN/gnn_heto_link_pred_model.py", line 70, in train_link_prediction
    pred_probs = predict_edge_probabilities_dot(model, embeddings['acoustic'], embeddings['word'], src, dst)
  File "/home/yannick/Documents/Acoustic_Linguistic_GNN/gnn_heto_link_pred_model.py", line 132, in predict_edge_probabilities_dot
    def predict_edge_probabilities_dot(model, acoustic_embeddings, word_embeddings, src, dst):
KeyboardInterrupt
2025-05-26 16:00:27,358 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 2.0782222747802734, Accuracy: 12.50%
Epoch 10, Loss: 1.71579909324646, Accuracy: 100.00%
Epoch 20, Loss: 1.0756522417068481, Accuracy: 100.00%
Epoch 30, Loss: 0.3837893605232239, Accuracy: 100.00%
Epoch 40, Loss: 0.07593593001365662, Accuracy: 100.00%
Epoch 50, Loss: 0.01476422417908907, Accuracy: 100.00%
Epoch 60, Loss: 0.005280024837702513, Accuracy: 100.00%
Epoch 70, Loss: 0.0029293172992765903, Accuracy: 100.00%
Epoch 80, Loss: 0.0021122524049133062, Accuracy: 100.00%
Epoch 90, Loss: 0.0017217636341229081, Accuracy: 100.00%
Epoch 100, Loss: 0.001488934038206935, Accuracy: 100.00%
Epoch 110, Loss: 0.001324751297943294, Accuracy: 100.00%
Epoch 120, Loss: 0.0011954132933169603, Accuracy: 100.00%
Epoch 130, Loss: 0.0010874955914914608, Accuracy: 100.00%
Epoch 140, Loss: 0.000994764850474894, Accuracy: 100.00%
Epoch 150, Loss: 0.0009138983441516757, Accuracy: 100.00%
Epoch 160, Loss: 0.0008424205589108169, Accuracy: 100.00%
Epoch 170, Loss: 0.0007788906223140657, Accuracy: 100.00%
Epoch 180, Loss: 0.0007222306448966265, Accuracy: 100.00%
Epoch 190, Loss: 0.0006714726332575083, Accuracy: 100.00%
2025-05-26 16:00:32,937 - INFO - Model saved to models/hetero_gnn_edge_regressor.pth
Epoch 0, Loss: 1.6872, BCE Loss: 1.6872
Epoch 10, Loss: 1.5832, BCE Loss: 1.5832
Epoch 20, Loss: 1.4847, BCE Loss: 1.4847
Epoch 30, Loss: 1.3933, BCE Loss: 1.3933
Epoch 40, Loss: 1.3107, BCE Loss: 1.3107
Epoch 50, Loss: 1.2382, BCE Loss: 1.2382
Epoch 60, Loss: 1.1765, BCE Loss: 1.1765
Epoch 70, Loss: 1.1247, BCE Loss: 1.1247
Epoch 80, Loss: 1.0812, BCE Loss: 1.0812
Epoch 90, Loss: 1.0439, BCE Loss: 1.0439
Epoch 100, Loss: 1.0114, BCE Loss: 1.0114
Epoch 110, Loss: 0.9824, BCE Loss: 0.9824
Epoch 120, Loss: 0.9561, BCE Loss: 0.9561
Epoch 130, Loss: 0.9321, BCE Loss: 0.9321
Epoch 140, Loss: 0.9101, BCE Loss: 0.9101
Epoch 150, Loss: 0.8899, BCE Loss: 0.8899
Epoch 160, Loss: 0.8712, BCE Loss: 0.8712
Epoch 170, Loss: 0.8538, BCE Loss: 0.8538
Epoch 180, Loss: 0.8377, BCE Loss: 0.8377
Epoch 190, Loss: 0.8227, BCE Loss: 0.8227
Epoch 200, Loss: 0.8086, BCE Loss: 0.8086
Epoch 210, Loss: 0.7955, BCE Loss: 0.7955
Epoch 220, Loss: 0.7831, BCE Loss: 0.7831
Epoch 230, Loss: 0.7715, BCE Loss: 0.7715
Epoch 240, Loss: 0.7605, BCE Loss: 0.7605
Epoch 250, Loss: 0.7501, BCE Loss: 0.7501
Epoch 260, Loss: 0.7404, BCE Loss: 0.7404
Epoch 270, Loss: 0.7311, BCE Loss: 0.7311
Epoch 280, Loss: 0.7224, BCE Loss: 0.7224
Epoch 290, Loss: 0.7141, BCE Loss: 0.7141
Epoch 300, Loss: 0.7062, BCE Loss: 0.7062
Epoch 310, Loss: 0.6987, BCE Loss: 0.6987
Epoch 320, Loss: 0.6916, BCE Loss: 0.6916
Epoch 330, Loss: 0.6849, BCE Loss: 0.6849
Epoch 340, Loss: 0.6784, BCE Loss: 0.6784
Epoch 350, Loss: 0.6722, BCE Loss: 0.6722
Epoch 360, Loss: 0.6664, BCE Loss: 0.6664
Epoch 370, Loss: 0.6607, BCE Loss: 0.6607
Epoch 380, Loss: 0.6553, BCE Loss: 0.6553
Epoch 390, Loss: 0.6502, BCE Loss: 0.6502
Epoch 400, Loss: 0.6452, BCE Loss: 0.6452
Epoch 410, Loss: 0.6405, BCE Loss: 0.6405
Epoch 420, Loss: 0.6360, BCE Loss: 0.6360
Epoch 430, Loss: 0.6316, BCE Loss: 0.6316
Epoch 440, Loss: 0.6274, BCE Loss: 0.6274
Epoch 450, Loss: 0.6234, BCE Loss: 0.6234
Epoch 460, Loss: 0.6196, BCE Loss: 0.6196
Epoch 470, Loss: 0.6159, BCE Loss: 0.6159
Epoch 480, Loss: 0.6123, BCE Loss: 0.6123
Epoch 490, Loss: 0.6089, BCE Loss: 0.6089
Traceback (most recent call last):
  File "/home/yannick/Documents/Acoustic_Linguistic_GNN/gnn_heto_model.py", line 126, in <module>
    main(args.input_folder, args.graph_file, int(args.epochs), float(args.lamb))
  File "/home/yannick/Documents/Acoustic_Linguistic_GNN/gnn_heto_model.py", line 107, in main
    model = train_with_topological_loss_cross_loss(
  File "/home/yannick/Documents/Acoustic_Linguistic_GNN/gnn_heto_model.py", line 55, in train_with_topological_loss_cross_loss
    optimizer = torch.optim.Adam(model.parameters(), lr=lr)
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/optim/adam.py", line 45, in __init__
    super().__init__(params, defaults)
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/optim/optimizer.py", line 278, in __init__
    self.add_param_group(cast(dict, param_group))
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/_compile.py", line 22, in inner
    import torch._dynamo
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/_dynamo/__init__.py", line 2, in <module>
    from . import allowed_functions, convert_frame, eval_frame, resume_execution
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/_dynamo/convert_frame.py", line 45, in <module>
    from .eval_frame import always_optimize_code_objects, skip_code, TorchPatcher
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py", line 69, in <module>
    from . import config, convert_frame, external_utils, skipfiles, utils
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/_dynamo/skipfiles.py", line 39, in <module>
    from .variables.functions import (
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/_dynamo/variables/__init__.py", line 26, in <module>
    from .higher_order_ops import TorchHigherOrderOperatorVariable
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/_dynamo/variables/higher_order_ops.py", line 11, in <module>
    import torch.onnx.operators
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/onnx/__init__.py", line 46, in <module>
    from ._internal.exporter import (  # usort:skip. needs to be last to avoid circular import
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/onnx/_internal/exporter.py", line 44, in <module>
    from torch.onnx._internal.fx import (
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/onnx/_internal/fx/__init__.py", line 1, in <module>
    from .patcher import ONNXTorchPatcher
  File "/home/yannick/.local/lib/python3.10/site-packages/torch/onnx/_internal/fx/patcher.py", line 11, in <module>
    import transformers  # type: ignore[import]
  File "/home/yannick/.local/lib/python3.10/site-packages/transformers/__init__.py", line 26, in <module>
    from . import dependency_versions_check
  File "/home/yannick/.local/lib/python3.10/site-packages/transformers/dependency_versions_check.py", line 16, in <module>
    from .utils.versions import require_version, require_version_core
  File "/home/yannick/.local/lib/python3.10/site-packages/transformers/utils/__init__.py", line 21, in <module>
    from huggingface_hub import get_full_repo_name  # for backward compatibility
  File "<frozen importlib._bootstrap>", line 1075, in _handle_fromlist
  File "/home/yannick/.local/lib/python3.10/site-packages/huggingface_hub/__init__.py", line 547, in __getattr__
    submod = importlib.import_module(submod_path)
  File "/usr/lib/python3.10/importlib/__init__.py", line 126, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
  File "/home/yannick/.local/lib/python3.10/site-packages/huggingface_hub/hf_api.py", line 63, in <module>
    from ._inference_endpoints import InferenceEndpoint, InferenceEndpointType
  File "/home/yannick/.local/lib/python3.10/site-packages/huggingface_hub/_inference_endpoints.py", line 9, in <module>
    from .inference._client import InferenceClient
  File "/home/yannick/.local/lib/python3.10/site-packages/huggingface_hub/inference/_client.py", line 47, in <module>
    from huggingface_hub.inference._common import (
  File "/home/yannick/.local/lib/python3.10/site-packages/huggingface_hub/inference/_common.py", line 61, in <module>
    from ._generated.types import ChatCompletionStreamOutput, TextGenerationStreamOutput
  File "/home/yannick/.local/lib/python3.10/site-packages/huggingface_hub/inference/_generated/types/__init__.py", line 22, in <module>
    from .chat_completion import (
  File "/home/yannick/.local/lib/python3.10/site-packages/huggingface_hub/inference/_generated/types/chat_completion.py", line 247, in <module>
    class ChatCompletionStreamOutputDelta(BaseInferenceType):
  File "/usr/lib/python3.10/dataclasses.py", line 1184, in dataclass
    return wrap(cls)
  File "/usr/lib/python3.10/dataclasses.py", line 1175, in wrap
    return _process_class(cls, init, repr, eq, order, unsafe_hash,
  File "/usr/lib/python3.10/dataclasses.py", line 1093, in _process_class
    str(inspect.signature(cls)).replace(' -> None', ''))
  File "/usr/lib/python3.10/inspect.py", line 3254, in signature
    return Signature.from_callable(obj, follow_wrapped=follow_wrapped,
  File "/usr/lib/python3.10/inspect.py", line 3002, in from_callable
    return _signature_from_callable(obj, sigcls=cls,
  File "/usr/lib/python3.10/inspect.py", line 2556, in _signature_from_callable
    return _signature_bound_method(sig)
  File "/usr/lib/python3.10/inspect.py", line 1982, in _signature_bound_method
    return sig.replace(parameters=params)
  File "/usr/lib/python3.10/inspect.py", line 3026, in replace
    return type(self)(parameters,
  File "/usr/lib/python3.10/inspect.py", line 2967, in __init__
    params[name] = param
KeyboardInterrupt
2025-05-26 16:01:42,782 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 2.084498405456543, Accuracy: 12.50%
Epoch 10, Loss: 1.767801284790039, Accuracy: 87.50%
Epoch 20, Loss: 1.1646578311920166, Accuracy: 87.50%
Epoch 30, Loss: 0.46213096380233765, Accuracy: 100.00%
Epoch 40, Loss: 0.12546105682849884, Accuracy: 100.00%
Epoch 50, Loss: 0.029912427067756653, Accuracy: 100.00%
Epoch 60, Loss: 0.008469337597489357, Accuracy: 100.00%
Epoch 70, Loss: 0.004337737336754799, Accuracy: 100.00%
Epoch 80, Loss: 0.0029526723083108664, Accuracy: 100.00%
Epoch 90, Loss: 0.0022759786807000637, Accuracy: 100.00%
Epoch 100, Loss: 0.0018617274472489953, Accuracy: 100.00%
Epoch 110, Loss: 0.0015664929524064064, Accuracy: 100.00%
Epoch 120, Loss: 0.0013493407750502229, Accuracy: 100.00%
Epoch 130, Loss: 0.0011808366980403662, Accuracy: 100.00%
Epoch 140, Loss: 0.0010451169218868017, Accuracy: 100.00%
Epoch 150, Loss: 0.0009342732955701649, Accuracy: 100.00%
Epoch 160, Loss: 0.0008418919751420617, Accuracy: 100.00%
Epoch 170, Loss: 0.0007636466762050986, Accuracy: 100.00%
Epoch 180, Loss: 0.000696617120411247, Accuracy: 100.00%
Epoch 190, Loss: 0.0006385306478478014, Accuracy: 100.00%
2025-05-26 16:01:49,488 - INFO - Model saved to models/hetero_gnn_edge_regressor.pth
Epoch 0, Loss: 1.7157, BCE Loss: 1.7157
Epoch 10, Loss: 1.6132, BCE Loss: 1.6132
Epoch 20, Loss: 1.5152, BCE Loss: 1.5152
Epoch 30, Loss: 1.4231, BCE Loss: 1.4231
Epoch 40, Loss: 1.3381, BCE Loss: 1.3381
Epoch 50, Loss: 1.2615, BCE Loss: 1.2615
Epoch 60, Loss: 1.1937, BCE Loss: 1.1937
Epoch 70, Loss: 1.1344, BCE Loss: 1.1344
Epoch 80, Loss: 1.0824, BCE Loss: 1.0824
Epoch 90, Loss: 1.0363, BCE Loss: 1.0363
Epoch 100, Loss: 0.9947, BCE Loss: 0.9947
Epoch 110, Loss: 0.9567, BCE Loss: 0.9567
Epoch 120, Loss: 0.9218, BCE Loss: 0.9218
Epoch 130, Loss: 0.8897, BCE Loss: 0.8897
Epoch 140, Loss: 0.8603, BCE Loss: 0.8603
Epoch 150, Loss: 0.8336, BCE Loss: 0.8336
Epoch 160, Loss: 0.8095, BCE Loss: 0.8095
Epoch 170, Loss: 0.7878, BCE Loss: 0.7878
Epoch 180, Loss: 0.7685, BCE Loss: 0.7685
Epoch 190, Loss: 0.7514, BCE Loss: 0.7514
Epoch 200, Loss: 0.7363, BCE Loss: 0.7363
Epoch 210, Loss: 0.7229, BCE Loss: 0.7229
Epoch 220, Loss: 0.7111, BCE Loss: 0.7111
Epoch 230, Loss: 0.7006, BCE Loss: 0.7006
Epoch 240, Loss: 0.6912, BCE Loss: 0.6912
Epoch 250, Loss: 0.6829, BCE Loss: 0.6829
Epoch 260, Loss: 0.6754, BCE Loss: 0.6754
Epoch 270, Loss: 0.6686, BCE Loss: 0.6686
Epoch 280, Loss: 0.6624, BCE Loss: 0.6624
Epoch 290, Loss: 0.6568, BCE Loss: 0.6568
Epoch 300, Loss: 0.6516, BCE Loss: 0.6516
Epoch 310, Loss: 0.6469, BCE Loss: 0.6469
Epoch 320, Loss: 0.6424, BCE Loss: 0.6424
Epoch 330, Loss: 0.6383, BCE Loss: 0.6383
Epoch 340, Loss: 0.6345, BCE Loss: 0.6345
Epoch 350, Loss: 0.6310, BCE Loss: 0.6310
Epoch 360, Loss: 0.6276, BCE Loss: 0.6276
Epoch 370, Loss: 0.6245, BCE Loss: 0.6245
Epoch 380, Loss: 0.6215, BCE Loss: 0.6215
Epoch 390, Loss: 0.6188, BCE Loss: 0.6188
Epoch 400, Loss: 0.6161, BCE Loss: 0.6161
Epoch 410, Loss: 0.6137, BCE Loss: 0.6137
Epoch 420, Loss: 0.6113, BCE Loss: 0.6113
Epoch 430, Loss: 0.6091, BCE Loss: 0.6091
Epoch 440, Loss: 0.6069, BCE Loss: 0.6069
Epoch 450, Loss: 0.6049, BCE Loss: 0.6049
Epoch 460, Loss: 0.6029, BCE Loss: 0.6029
Epoch 470, Loss: 0.6011, BCE Loss: 0.6011
Epoch 480, Loss: 0.5993, BCE Loss: 0.5993
Epoch 490, Loss: 0.5976, BCE Loss: 0.5976
2025-05-26 16:02:19,431 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 2.086111307144165, Accuracy: 12.50%
Epoch 10, Loss: 1.7040287256240845, Accuracy: 87.50%
Epoch 20, Loss: 1.0421345233917236, Accuracy: 100.00%
Epoch 30, Loss: 0.3768486976623535, Accuracy: 100.00%
Epoch 40, Loss: 0.06635019183158875, Accuracy: 100.00%
Epoch 50, Loss: 0.011885739862918854, Accuracy: 100.00%
Epoch 60, Loss: 0.004038798622786999, Accuracy: 100.00%
Epoch 70, Loss: 0.002182976109907031, Accuracy: 100.00%
Epoch 80, Loss: 0.0015441437717527151, Accuracy: 100.00%
Epoch 90, Loss: 0.001239308388903737, Accuracy: 100.00%
Epoch 100, Loss: 0.0010554713662713766, Accuracy: 100.00%
Epoch 110, Loss: 0.0009247431298717856, Accuracy: 100.00%
Epoch 120, Loss: 0.0008217681897804141, Accuracy: 100.00%
Epoch 130, Loss: 0.0007364732446148992, Accuracy: 100.00%
Epoch 140, Loss: 0.0006639403873123229, Accuracy: 100.00%
Epoch 150, Loss: 0.0006014409591443837, Accuracy: 100.00%
Epoch 160, Loss: 0.0005472011398524046, Accuracy: 100.00%
Epoch 170, Loss: 0.0004998244694434106, Accuracy: 100.00%
Epoch 180, Loss: 0.0004582982510328293, Accuracy: 100.00%
Epoch 190, Loss: 0.0004216567031107843, Accuracy: 100.00%
2025-05-26 16:02:25,275 - INFO - Model saved to models/hetero_gnn_edge_regressor.pth
Epoch 0, Loss: 0.9655, BCE Loss: 0.9655
Epoch 10, Loss: 0.9267, BCE Loss: 0.9267
Epoch 20, Loss: 0.8928, BCE Loss: 0.8928
Epoch 30, Loss: 0.8630, BCE Loss: 0.8630
Epoch 40, Loss: 0.8367, BCE Loss: 0.8367
Epoch 50, Loss: 0.8137, BCE Loss: 0.8137
Epoch 60, Loss: 0.7934, BCE Loss: 0.7934
Epoch 70, Loss: 0.7755, BCE Loss: 0.7755
Epoch 80, Loss: 0.7596, BCE Loss: 0.7596
Epoch 90, Loss: 0.7454, BCE Loss: 0.7454
Epoch 100, Loss: 0.7327, BCE Loss: 0.7327
Epoch 110, Loss: 0.7213, BCE Loss: 0.7213
Epoch 120, Loss: 0.7110, BCE Loss: 0.7110
Epoch 130, Loss: 0.7016, BCE Loss: 0.7016
Epoch 140, Loss: 0.6930, BCE Loss: 0.6930
Epoch 150, Loss: 0.6851, BCE Loss: 0.6851
Epoch 160, Loss: 0.6778, BCE Loss: 0.6778
Epoch 170, Loss: 0.6711, BCE Loss: 0.6711
Epoch 180, Loss: 0.6649, BCE Loss: 0.6649
Epoch 190, Loss: 0.6591, BCE Loss: 0.6591
Epoch 200, Loss: 0.6537, BCE Loss: 0.6537
Epoch 210, Loss: 0.6486, BCE Loss: 0.6486
Epoch 220, Loss: 0.6439, BCE Loss: 0.6439
Epoch 230, Loss: 0.6394, BCE Loss: 0.6394
Epoch 240, Loss: 0.6353, BCE Loss: 0.6353
Epoch 250, Loss: 0.6313, BCE Loss: 0.6313
Epoch 260, Loss: 0.6276, BCE Loss: 0.6276
Epoch 270, Loss: 0.6241, BCE Loss: 0.6241
Epoch 280, Loss: 0.6208, BCE Loss: 0.6208
Epoch 290, Loss: 0.6177, BCE Loss: 0.6177
Epoch 300, Loss: 0.6147, BCE Loss: 0.6147
Epoch 310, Loss: 0.6119, BCE Loss: 0.6119
Epoch 320, Loss: 0.6092, BCE Loss: 0.6092
Epoch 330, Loss: 0.6067, BCE Loss: 0.6067
Epoch 340, Loss: 0.6042, BCE Loss: 0.6042
Epoch 350, Loss: 0.6019, BCE Loss: 0.6019
Epoch 360, Loss: 0.5996, BCE Loss: 0.5996
Epoch 370, Loss: 0.5975, BCE Loss: 0.5975
Epoch 380, Loss: 0.5954, BCE Loss: 0.5954
Epoch 390, Loss: 0.5934, BCE Loss: 0.5934
Epoch 400, Loss: 0.5915, BCE Loss: 0.5915
Epoch 410, Loss: 0.5897, BCE Loss: 0.5897
Epoch 420, Loss: 0.5879, BCE Loss: 0.5879
Epoch 430, Loss: 0.5862, BCE Loss: 0.5862
Epoch 440, Loss: 0.5845, BCE Loss: 0.5845
Epoch 450, Loss: 0.5829, BCE Loss: 0.5829
Epoch 460, Loss: 0.5814, BCE Loss: 0.5814
Epoch 470, Loss: 0.5799, BCE Loss: 0.5799
Epoch 480, Loss: 0.5784, BCE Loss: 0.5784
Epoch 490, Loss: 0.5770, BCE Loss: 0.5770
2025-05-26 16:05:24,821 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 2.089540481567383, Accuracy: 12.50%
Epoch 10, Loss: 1.7672173976898193, Accuracy: 48.75%
Epoch 20, Loss: 1.1685900688171387, Accuracy: 87.50%
Epoch 30, Loss: 0.4912964403629303, Accuracy: 100.00%
Epoch 40, Loss: 0.1392107605934143, Accuracy: 100.00%
Epoch 50, Loss: 0.022260863333940506, Accuracy: 100.00%
Epoch 60, Loss: 0.005905610043555498, Accuracy: 100.00%
Epoch 70, Loss: 0.0031361072324216366, Accuracy: 100.00%
Epoch 80, Loss: 0.0021239779889583588, Accuracy: 100.00%
Epoch 90, Loss: 0.0016331678489223123, Accuracy: 100.00%
Epoch 100, Loss: 0.0013449331745505333, Accuracy: 100.00%
Epoch 110, Loss: 0.0011308402754366398, Accuracy: 100.00%
Epoch 120, Loss: 0.0009614300215616822, Accuracy: 100.00%
Epoch 130, Loss: 0.0008315940503962338, Accuracy: 100.00%
Epoch 140, Loss: 0.0007308872300200164, Accuracy: 100.00%
Epoch 150, Loss: 0.0006508136284537613, Accuracy: 100.00%
Epoch 160, Loss: 0.000585883273743093, Accuracy: 100.00%
Epoch 170, Loss: 0.0005311265704222023, Accuracy: 100.00%
Epoch 180, Loss: 0.0004844807554036379, Accuracy: 100.00%
Epoch 190, Loss: 0.00044434735900722444, Accuracy: 100.00%
2025-05-26 16:05:31,305 - INFO - Model saved to models/hetero_gnn_edge_regressor.pth
Epoch 0, Loss: 2.6178, BCE Loss: 2.6178
Epoch 10, Loss: 2.4724, BCE Loss: 2.4724
Epoch 20, Loss: 2.3314, BCE Loss: 2.3314
Epoch 30, Loss: 2.1952, BCE Loss: 2.1952
Epoch 40, Loss: 2.0641, BCE Loss: 2.0641
Epoch 50, Loss: 1.9383, BCE Loss: 1.9383
Epoch 60, Loss: 1.8180, BCE Loss: 1.8180
Epoch 70, Loss: 1.7038, BCE Loss: 1.7038
Epoch 80, Loss: 1.5963, BCE Loss: 1.5963
Epoch 90, Loss: 1.4961, BCE Loss: 1.4961
Epoch 100, Loss: 1.4041, BCE Loss: 1.4041
Epoch 110, Loss: 1.3207, BCE Loss: 1.3207
Epoch 120, Loss: 1.2462, BCE Loss: 1.2462
Epoch 130, Loss: 1.1803, BCE Loss: 1.1803
Epoch 140, Loss: 1.1223, BCE Loss: 1.1223
Epoch 150, Loss: 1.0715, BCE Loss: 1.0715
Epoch 160, Loss: 1.0269, BCE Loss: 1.0269
Epoch 170, Loss: 0.9878, BCE Loss: 0.9878
Epoch 180, Loss: 0.9532, BCE Loss: 0.9532
Epoch 190, Loss: 0.9225, BCE Loss: 0.9225
Epoch 200, Loss: 0.8950, BCE Loss: 0.8950
Epoch 210, Loss: 0.8702, BCE Loss: 0.8702
Epoch 220, Loss: 0.8476, BCE Loss: 0.8476
Epoch 230, Loss: 0.8267, BCE Loss: 0.8267
Epoch 240, Loss: 0.8073, BCE Loss: 0.8073
Epoch 250, Loss: 0.7892, BCE Loss: 0.7892
Epoch 260, Loss: 0.7723, BCE Loss: 0.7723
Epoch 270, Loss: 0.7565, BCE Loss: 0.7565
Epoch 280, Loss: 0.7417, BCE Loss: 0.7417
Epoch 290, Loss: 0.7278, BCE Loss: 0.7278
Epoch 300, Loss: 0.7149, BCE Loss: 0.7149
Epoch 310, Loss: 0.7029, BCE Loss: 0.7029
Epoch 320, Loss: 0.6916, BCE Loss: 0.6916
Epoch 330, Loss: 0.6812, BCE Loss: 0.6812
Epoch 340, Loss: 0.6716, BCE Loss: 0.6716
Epoch 350, Loss: 0.6626, BCE Loss: 0.6626
Epoch 360, Loss: 0.6543, BCE Loss: 0.6543
Epoch 370, Loss: 0.6467, BCE Loss: 0.6467
Epoch 380, Loss: 0.6396, BCE Loss: 0.6396
Epoch 390, Loss: 0.6331, BCE Loss: 0.6331
Epoch 400, Loss: 0.6270, BCE Loss: 0.6270
Epoch 410, Loss: 0.6214, BCE Loss: 0.6214
Epoch 420, Loss: 0.6161, BCE Loss: 0.6161
Epoch 430, Loss: 0.6113, BCE Loss: 0.6113
Epoch 440, Loss: 0.6067, BCE Loss: 0.6067
Epoch 450, Loss: 0.6025, BCE Loss: 0.6025
Epoch 460, Loss: 0.5985, BCE Loss: 0.5985
Epoch 470, Loss: 0.5947, BCE Loss: 0.5947
Epoch 480, Loss: 0.5912, BCE Loss: 0.5912
Epoch 490, Loss: 0.5878, BCE Loss: 0.5878
2025-05-26 16:05:59,301 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 2.0779836177825928, Accuracy: 12.50%
Epoch 10, Loss: 1.6681137084960938, Accuracy: 87.50%
Epoch 20, Loss: 0.9815801382064819, Accuracy: 100.00%
Epoch 30, Loss: 0.29944121837615967, Accuracy: 100.00%
Epoch 40, Loss: 0.044881775975227356, Accuracy: 100.00%
Epoch 50, Loss: 0.009155653417110443, Accuracy: 100.00%
Epoch 60, Loss: 0.0036392495967447758, Accuracy: 100.00%
Epoch 70, Loss: 0.002223398070782423, Accuracy: 100.00%
Epoch 80, Loss: 0.001686623552814126, Accuracy: 100.00%
Epoch 90, Loss: 0.0014154149685055017, Accuracy: 100.00%
Epoch 100, Loss: 0.0012429849011823535, Accuracy: 100.00%
Epoch 110, Loss: 0.0011156757827848196, Accuracy: 100.00%
Epoch 120, Loss: 0.0010126344859600067, Accuracy: 100.00%
Epoch 130, Loss: 0.0009249162976630032, Accuracy: 100.00%
Epoch 140, Loss: 0.000848657451570034, Accuracy: 100.00%
Epoch 150, Loss: 0.00078128173481673, Accuracy: 100.00%
Epoch 160, Loss: 0.0007215694640763104, Accuracy: 100.00%
Epoch 170, Loss: 0.0006682899547740817, Accuracy: 100.00%
Epoch 180, Loss: 0.0006205629906617105, Accuracy: 100.00%
Epoch 190, Loss: 0.0005776225589215755, Accuracy: 100.00%
2025-05-26 16:06:05,002 - INFO - Model saved to models/hetero_gnn_edge_regressor.pth
Epoch 0, Loss: 0.9855, BCE Loss: 0.9855
Epoch 10, Loss: 0.9475, BCE Loss: 0.9475
Epoch 20, Loss: 0.9134, BCE Loss: 0.9134
Epoch 30, Loss: 0.8832, BCE Loss: 0.8832
Epoch 40, Loss: 0.8568, BCE Loss: 0.8568
Epoch 50, Loss: 0.8338, BCE Loss: 0.8338
Epoch 60, Loss: 0.8137, BCE Loss: 0.8137
Epoch 70, Loss: 0.7960, BCE Loss: 0.7960
Epoch 80, Loss: 0.7804, BCE Loss: 0.7804
Epoch 90, Loss: 0.7664, BCE Loss: 0.7664
Epoch 100, Loss: 0.7538, BCE Loss: 0.7538
Epoch 110, Loss: 0.7424, BCE Loss: 0.7424
Epoch 120, Loss: 0.7321, BCE Loss: 0.7321
Epoch 130, Loss: 0.7226, BCE Loss: 0.7226
Epoch 140, Loss: 0.7138, BCE Loss: 0.7138
Epoch 150, Loss: 0.7057, BCE Loss: 0.7057
Epoch 160, Loss: 0.6982, BCE Loss: 0.6982
Epoch 170, Loss: 0.6911, BCE Loss: 0.6911
Epoch 180, Loss: 0.6845, BCE Loss: 0.6845
Epoch 190, Loss: 0.6783, BCE Loss: 0.6783
Epoch 200, Loss: 0.6725, BCE Loss: 0.6725
Epoch 210, Loss: 0.6669, BCE Loss: 0.6669
Epoch 220, Loss: 0.6617, BCE Loss: 0.6617
Epoch 230, Loss: 0.6566, BCE Loss: 0.6566
